profile,origin,days,seed,completed_days,skipped_days,return_count,recovery_days,burnout,action_concentration,ending_band,xp,material
low_energy,potential,180,32,87,93,49,29,0,0.195,returning,796.92,87.0
adversarial,potential,180,32,130,50,36,48,69.05,0.173,sustainable,6493.5,585.0
perfect,return,180,32,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
cautious,return,180,32,114,66,41,16,0,0.184,returning,1067.04,114.0
balanced,return,180,32,140,40,35,23,1.04,0.186,sustainable,2744.0,280.0
chaotic,return,180,32,96,84,46,14,6.0,0.184,integrated,2983.68,288.0
high_skip,return,180,32,48,132,37,6,0,0.208,returning,453.12,48.0
returning,return,180,32,109,71,47,14,0.29,0.188,sustainable,2101.52,218.0
overload,return,180,32,165,15,10,47,72.22,0.174,returning,6376.5,585.0
optimizer,return,180,32,159,21,20,18,20.99,0.197,integrated,4846.32,477.0
low_energy,return,180,32,94,86,49,34,0,0.213,returning,861.04,94.0
adversarial,return,180,32,123,57,38,44,74.78,0.177,returning,6282.6,566.0
perfect,lost,30,33,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,33,18,12,8,3,0,0.278,returning,168.48,18.0
balanced,lost,30,33,23,7,5,3,0,0.217,returning,450.8,46.0
chaotic,lost,30,33,19,11,6,3,4.0,0.193,returning,590.52,57.0
high_skip,lost,30,33,4,26,4,1,0,0.25,returning,37.76,4.0
returning,lost,30,33,14,16,6,2,0.29,0.214,returning,269.92,28.0
overload,lost,30,33,28,2,2,4,72.09,0.171,overloaded,1209.9,111.0
optimizer,lost,30,33,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,lost,30,33,14,16,7,5,0,0.214,returning,128.24,14.0
adversarial,lost,30,33,25,5,5,6,71.62,0.174,returning,1343.1,121.0
perfect,burnout,30,33,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,burnout,30,33,18,12,7,2,0,0.222,returning,168.48,18.0
balanced,burnout,30,33,23,7,4,4,1.04,0.217,returning,450.8,46.0
chaotic,burnout,30,33,17,13,8,2,4.0,0.196,returning,528.36,51.0
high_skip,burnout,30,33,10,20,7,3,0,0.3,returning,94.4,10.0
returning,burnout,30,33,14,16,6,0,0.58,0.25,returning,269.92,28.0
overload,burnout,30,33,27,3,3,4,71.6,0.179,open,1155.4,106.0
optimizer,burnout,30,33,28,2,2,4,5.45,0.19,open,853.44,84.0
low_energy,burnout,30,33,15,15,10,5,0,0.267,returning,137.4,15.0
adversarial,burnout,30,33,23,7,5,5,73.19,0.18,returning,1232.1,111.0
perfect,potential,30,33,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,33,22,8,7,4,0,0.182,returning,205.92,22.0
balanced,potential,30,33,26,4,4,4,0.52,0.192,returning,509.6,52.0
chaotic,potential,30,33,15,15,9,3,0,0.2,returning,466.2,45.0
high_skip,potential,30,33,6,24,5,1,0,0.5,returning,56.64,6.0
returning,potential,30,33,23,7,4,3,0.58,0.196,returning,443.44,46.0
overload,potential,30,33,29,1,1,4,73.23,0.173,overloaded,1199.0,110.0
optimizer,potential,30,33,25,5,5,4,1.57,0.2,returning,762.0,75.0
low_energy,potential,30,33,12,18,8,6,0,0.333,returning,109.92,12.0
adversarial,potential,30,33,23,7,5,4,74.78,0.174,returning,1209.9,109.0
perfect,return,30,33,29,1,1,4,1.62,0.172,open,580.0,58.0
cautious,return,30,33,24,6,6,3,0,0.208,returning,224.64,24.0
balanced,return,30,33,23,7,5,3,1.04,0.196,returning,450.8,46.0
chaotic,return,30,33,10,20,8,1,2.0,0.2,returning,310.8,30.0
high_skip,return,30,33,10,20,8,2,0,0.4,returning,94.4,10.0
returning,return,30,33,15,15,10,2,0.29,0.2,returning,289.2,30.0
overload,return,30,33,26,4,3,3,71.28,0.183,open,1133.6,104.0
optimizer,return,30,33,29,1,1,4,3.13,0.195,open,883.92,87.0
low_energy,return,30,33,14,16,8,3,0,0.357,returning,128.24,14.0
adversarial,return,30,33,21,9,7,3,75.36,0.173,returning,1154.4,104.0
perfect,lost,90,33,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,33,51,39,20,4,0,0.196,returning,477.36,51.0
balanced,lost,90,33,72,18,13,10,0,0.194,returning,1411.2,144.0
chaotic,lost,90,33,45,45,22,5,1.8,0.178,returning,1398.6,135.0
high_skip,lost,90,33,23,67,18,3,0,0.304,returning,217.12,23.0
returning,lost,90,33,56,34,21,8,0,0.205,returning,1079.68,112.0
overload,lost,90,33,81,9,8,20,73.34,0.177,returning,3193.7,293.0
optimizer,lost,90,33,84,6,6,10,14.42,0.19,sustainable,2560.32,252.0
low_energy,lost,90,33,45,45,22,17,0,0.222,returning,412.2,45.0
adversarial,lost,90,33,64,26,16,21,73.44,0.178,returning,3307.8,298.0
perfect,burnout,90,33,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,burnout,90,33,56,34,23,9,0,0.196,returning,524.16,56.0
balanced,burnout,90,33,75,15,12,11,3.13,0.173,returning,1470.0,150.0
chaotic,burnout,90,33,45,45,22,4,2.0,0.2,returning,1398.6,135.0
high_skip,burnout,90,33,24,66,19,2,0,0.25,returning,226.56,24.0
returning,burnout,90,33,55,35,23,5,0,0.2,returning,1060.4,110.0
overload,burnout,90,33,78,12,12,19,77.33,0.168,returning,3117.4,286.0
optimizer,burnout,90,33,79,11,11,10,9.06,0.194,sustainable,2407.92,237.0
low_energy,burnout,90,33,43,47,24,17,0,0.279,returning,393.88,43.0
adversarial,burnout,90,33,67,23,18,23,74.67,0.173,returning,3396.6,306.0
perfect,potential,90,33,88,2,2,12,4.87,0.17,sustainable,1760.0,176.0
cautious,potential,90,33,51,39,17,7,0,0.196,returning,477.36,51.0
balanced,potential,90,33,70,20,15,11,0,0.179,returning,1372.0,140.0
chaotic,potential,90,33,45,45,20,6,1.8,0.178,sustainable,1398.6,135.0
high_skip,potential,90,33,29,61,20,6,0,0.241,returning,273.76,29.0
returning,potential,90,33,54,36,22,6,0,0.176,returning,1041.12,108.0
overload,potential,90,33,77,13,8,18,75.96,0.18,returning,3084.7,283.0
optimizer,potential,90,33,83,7,6,11,9.4,0.193,sustainable,2529.84,249.0
low_energy,potential,90,33,38,52,20,12,0,0.263,returning,348.08,38.0
adversarial,potential,90,33,61,29,16,19,71.99,0.173,returning,3152.4,284.0
perfect,return,90,33,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,return,90,33,52,38,24,5,0,0.212,returning,486.72,52.0
balanced,return,90,33,73,17,15,10,3.13,0.185,returning,1430.8,146.0
chaotic,return,90,33,40,50,23,4,2.0,0.192,returning,1243.2,120.0
high_skip,return,90,33,24,66,17,4,0,0.25,returning,226.56,24.0
returning,return,90,33,52,38,20,8,0.29,0.183,returning,1002.56,104.0
overload,return,90,33,80,10,10,19,76.85,0.181,returning,3139.2,288.0
optimizer,return,90,33,84,6,4,11,6.26,0.194,sustainable,2560.32,252.0
low_energy,return,90,33,41,49,24,10,0,0.244,returning,375.56,41.0
adversarial,return,90,33,65,25,19,22,73.06,0.185,returning,3352.2,302.0
perfect,lost,180,33,177,3,3,24,4.06,0.169,integrated,3540.0,354.0
cautious,lost,180,33,117,63,46,17,0,0.214,returning,1095.12,117.0
balanced,lost,180,33,138,42,33,18,2.61,0.174,sustainable,2704.8,276.0
chaotic,lost,180,33,81,99,49,15,0,0.173,sustainable,2517.48,243.0
high_skip,lost,180,33,40,140,30,6,0,0.225,returning,377.6,40.0
returning,lost,180,33,108,72,43,13,0.29,0.176,sustainable,2082.24,216.0
overload,lost,180,33,168,12,12,48,77.35,0.175,returning,6474.6,594.0
optimizer,lost,180,33,174,6,6,24,7.83,0.195,integrated,5303.52,522.0
low_energy,lost,180,33,91,89,46,32,0,0.209,returning,833.56,91.0
adversarial,lost,180,33,133,47,35,51,67.92,0.172,sustainable,6726.6,606.0
perfect,burnout,180,33,179,1,1,24,4.06,0.168,sustainable,3580.0,358.0
cautious,burnout,180,33,105,75,43,10,0,0.19,returning,982.8,105.0
balanced,burnout,180,33,134,46,32,15,2.61,0.198,sustainable,2626.4,268.0
chaotic,burnout,180,33,102,78,45,15,2.0,0.176,sustainable,3170.16,306.0
high_skip,burnout,180,33,44,136,33,6,0,0.227,returning,415.36,44.0
returning,burnout,180,33,110,70,40,16,0,0.191,returning,2120.8,220.0
overload,burnout,180,33,161,19,18,44,76.96,0.17,returning,6104.0,560.0
optimizer,burnout,180,33,173,7,5,25,7.83,0.197,integrated,5273.04,519.0
low_energy,burnout,180,33,87,93,44,37,0,0.195,returning,796.92,87.0
adversarial,burnout,180,33,130,50,35,48,74.84,0.173,returning,6482.4,584.0
perfect,potential,180,33,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,potential,180,33,112,68,47,16,0,0.188,returning,1048.32,112.0
balanced,potential,180,33,147,33,27,21,1.04,0.17,sustainable,2881.2,294.0
chaotic,potential,180,33,81,99,39,9,5.8,0.169,sustainable,2517.48,243.0
high_skip,potential,180,33,36,144,30,3,0,0.222,returning,339.84,36.0
returning,potential,180,33,103,77,42,12,1.45,0.204,sustainable,1985.84,206.0
overload,potential,180,33,165,15,13,46,70.52,0.171,returning,6245.7,573.0
optimizer,potential,180,33,175,5,5,22,24.05,0.202,integrated,5334.0,525.0
low_energy,potential,180,33,87,93,47,30,0,0.23,returning,796.92,87.0
adversarial,potential,180,33,133,47,32,50,71.7,0.177,returning,6660.0,600.0
perfect,return,180,33,176,4,4,25,4.06,0.17,integrated,3520.0,352.0
cautious,return,180,33,121,59,40,19,0,0.19,returning,1132.56,121.0
balanced,return,180,33,147,33,25,19,2.61,0.173,sustainable,2881.2,294.0
chaotic,return,180,33,87,93,42,9,6.0,0.176,sustainable,2703.96,261.0
high_skip,return,180,33,47,133,36,8,0,0.298,returning,443.68,47.0
returning,return,180,33,99,81,44,14,0,0.182,sustainable,1908.72,198.0
overload,return,180,33,155,25,22,41,71.77,0.175,returning,5918.7,543.0
optimizer,return,180,33,164,16,12,24,4.06,0.197,integrated,4998.72,492.0
low_energy,return,180,33,87,93,50,28,0,0.218,returning,796.92,87.0
adversarial,return,180,33,126,54,38,45,77.6,0.171,returning,6349.2,572.0
perfect,lost,30,34,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,34,18,12,8,3,0,0.222,returning,168.48,18.0
balanced,lost,30,34,20,10,9,4,0.52,0.2,returning,392.0,40.0
chaotic,lost,30,34,19,11,8,4,4.0,0.193,returning,590.52,57.0
high_skip,lost,30,34,6,24,4,0,0,0.333,returning,56.64,6.0
returning,lost,30,34,20,10,6,3,0.58,0.2,returning,385.6,40.0
overload,lost,30,34,25,5,5,3,64.85,0.18,returning,1090.0,100.0
optimizer,lost,30,34,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,lost,30,34,20,10,6,9,0,0.2,returning,183.2,20.0
adversarial,lost,30,34,22,8,6,4,70.17,0.187,returning,1187.7,107.0
perfect,burnout,30,34,28,2,2,3,1.62,0.179,open,560.0,56.0
cautious,burnout,30,34,19,11,9,3,0,0.211,returning,177.84,19.0
balanced,burnout,30,34,20,10,8,1,1.04,0.225,returning,392.0,40.0
chaotic,burnout,30,34,21,9,4,4,0,0.206,returning,652.68,63.0
high_skip,burnout,30,34,5,25,4,1,0,0.4,returning,47.2,5.0
returning,burnout,30,34,26,4,3,4,0.58,0.173,open,501.28,52.0
overload,burnout,30,34,27,3,3,4,72.66,0.168,overloaded,1166.3,107.0
optimizer,burnout,30,34,27,3,3,4,1.68,0.185,open,822.96,81.0
low_energy,burnout,30,34,13,17,8,5,0,0.231,returning,119.08,13.0
adversarial,burnout,30,34,23,7,4,5,74.39,0.188,returning,1243.2,112.0
perfect,potential,30,34,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,potential,30,34,17,13,8,2,0,0.235,returning,159.12,17.0
balanced,potential,30,34,23,7,4,2,0,0.196,returning,450.8,46.0
chaotic,potential,30,34,19,11,9,4,2.0,0.175,returning,590.52,57.0
high_skip,potential,30,34,8,22,6,2,0,0.375,returning,75.52,8.0
returning,potential,30,34,16,14,8,3,0,0.219,returning,308.48,32.0
overload,potential,30,34,27,3,3,4,65.66,0.187,open,1166.3,107.0
optimizer,potential,30,34,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,potential,30,34,16,14,6,6,0,0.25,returning,146.56,16.0
adversarial,potential,30,34,20,10,5,3,68.35,0.19,returning,1110.0,100.0
perfect,return,30,34,29,1,1,4,1.62,0.172,open,580.0,58.0
cautious,return,30,34,21,9,6,4,0,0.238,returning,196.56,21.0
balanced,return,30,34,23,7,5,2,1.04,0.217,returning,450.8,46.0
chaotic,return,30,34,17,13,7,2,4.0,0.196,returning,528.36,51.0
high_skip,return,30,34,8,22,5,3,0,0.375,returning,75.52,8.0
returning,return,30,34,12,18,6,3,0.29,0.25,returning,231.36,24.0
overload,return,30,34,25,5,4,4,53.85,0.18,returning,1090.0,100.0
optimizer,return,30,34,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,return,30,34,9,21,6,3,0,0.333,returning,82.44,9.0
adversarial,return,30,34,25,5,3,6,69.22,0.185,open,1320.9,119.0
perfect,lost,90,34,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,lost,90,34,57,33,23,9,0,0.175,returning,533.52,57.0
balanced,lost,90,34,74,16,13,12,0,0.182,returning,1450.4,148.0
chaotic,lost,90,34,40,50,19,5,9.21,0.192,returning,1243.2,120.0
high_skip,lost,90,34,22,68,19,2,0,0.273,returning,207.68,22.0
returning,lost,90,34,56,34,24,8,0,0.188,returning,1079.68,112.0
overload,lost,90,34,81,9,8,20,68.05,0.17,sustainable,3139.2,288.0
optimizer,lost,90,34,84,6,5,11,9.4,0.194,sustainable,2560.32,252.0
low_energy,lost,90,34,37,53,26,6,0,0.243,returning,338.92,37.0
adversarial,lost,90,34,65,25,16,22,74.27,0.173,returning,3396.6,306.0
perfect,burnout,90,34,87,3,2,11,4.87,0.172,open,1740.0,174.0
cautious,burnout,90,34,58,32,21,6,0,0.207,returning,542.88,58.0
balanced,burnout,90,34,72,18,13,8,1.57,0.181,returning,1411.2,144.0
chaotic,burnout,90,34,49,41,21,5,0.41,0.197,returning,1522.92,147.0
high_skip,burnout,90,34,27,63,17,5,0,0.222,returning,254.88,27.0
returning,burnout,90,34,51,39,22,6,1.74,0.186,returning,983.28,102.0
overload,burnout,90,34,79,11,10,20,68.53,0.175,sustainable,3117.4,286.0
optimizer,burnout,90,34,81,9,6,11,1.86,0.193,sustainable,2468.88,243.0
low_energy,burnout,90,34,44,46,21,16,0,0.205,returning,403.04,44.0
adversarial,burnout,90,34,60,30,19,19,73.18,0.174,returning,3119.1,281.0
perfect,potential,90,34,90,0,0,12,4.87,0.167,sustainable,1800.0,180.0
cautious,potential,90,34,62,28,20,8,0,0.194,returning,580.32,62.0
balanced,potential,90,34,69,21,16,12,0.52,0.181,returning,1352.4,138.0
chaotic,potential,90,34,45,45,22,5,0,0.193,sustainable,1398.6,135.0
high_skip,potential,90,34,29,61,23,2,0,0.241,returning,273.76,29.0
returning,potential,90,34,43,47,24,7,0,0.186,returning,829.04,86.0
overload,potential,90,34,81,9,8,20,69.11,0.18,sustainable,3150.1,289.0
optimizer,potential,90,34,83,7,7,12,9.4,0.197,sustainable,2529.84,249.0
low_energy,potential,90,34,44,46,25,17,0,0.205,returning,403.04,44.0
adversarial,potential,90,34,58,32,19,16,77.93,0.169,returning,2963.7,267.0
perfect,return,90,34,87,3,3,12,4.87,0.172,open,1740.0,174.0
cautious,return,90,34,58,32,24,7,0,0.241,returning,542.88,58.0
balanced,return,90,34,68,22,20,8,0.82,0.184,returning,1332.8,136.0
chaotic,return,90,34,45,45,18,5,0,0.185,returning,1398.6,135.0
high_skip,return,90,34,28,62,18,2,0,0.214,returning,264.32,28.0
returning,return,90,34,50,40,21,8,0.29,0.2,returning,964.0,100.0
overload,return,90,34,87,3,3,23,73.65,0.173,overloaded,3400.8,312.0
optimizer,return,90,34,82,8,6,12,5.63,0.195,sustainable,2499.36,246.0
low_energy,return,90,34,50,40,26,17,0,0.18,returning,458.0,50.0
adversarial,return,90,34,63,27,21,21,62.82,0.179,sustainable,3230.1,291.0
perfect,lost,180,34,177,3,3,25,4.06,0.167,integrated,3540.0,354.0
cautious,lost,180,34,119,61,41,15,0,0.193,returning,1113.84,119.0
balanced,lost,180,34,139,41,29,15,3.54,0.18,sustainable,2724.4,278.0
chaotic,lost,180,34,95,85,46,13,2.0,0.179,integrated,2952.6,285.0
high_skip,lost,180,34,46,134,34,8,0,0.239,returning,434.24,46.0
returning,lost,180,34,100,80,42,11,1.45,0.185,returning,1928.0,200.0
overload,lost,180,34,161,19,17,44,77.37,0.176,returning,6180.3,567.0
optimizer,lost,180,34,172,8,8,24,7.83,0.198,integrated,5242.56,516.0
low_energy,lost,180,34,92,88,50,33,0,0.217,returning,842.72,92.0
adversarial,lost,180,34,119,61,45,41,70.1,0.175,returning,6016.2,542.0
perfect,burnout,180,34,180,0,0,25,4.06,0.167,sustainable,3600.0,360.0
cautious,burnout,180,34,108,72,47,15,0,0.194,returning,1010.88,108.0
balanced,burnout,180,34,142,38,30,18,1.04,0.176,sustainable,2783.2,284.0
chaotic,burnout,180,34,88,92,44,12,6.0,0.197,sustainable,2735.04,264.0
high_skip,burnout,180,34,48,132,38,7,0,0.229,returning,453.12,48.0
returning,burnout,180,34,118,62,42,16,0.58,0.195,returning,2275.04,236.0
overload,burnout,180,34,161,19,16,45,67.02,0.176,sustainable,6114.9,561.0
optimizer,burnout,180,34,168,12,10,23,7.83,0.196,integrated,5120.64,504.0
low_energy,burnout,180,34,89,91,46,34,0,0.213,returning,815.24,89.0
adversarial,burnout,180,34,129,51,34,48,75.05,0.179,returning,6504.6,586.0
perfect,potential,180,34,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,potential,180,34,118,62,45,21,0,0.178,returning,1104.48,118.0
balanced,potential,180,34,138,42,32,21,1.04,0.178,sustainable,2704.8,276.0
chaotic,potential,180,34,91,89,46,12,4.0,0.179,integrated,2828.28,273.0
high_skip,potential,180,34,49,131,35,7,0,0.224,returning,462.56,49.0
returning,potential,180,34,104,76,38,12,0,0.183,sustainable,2005.12,208.0
overload,potential,180,34,158,22,18,42,75.83,0.176,returning,6005.9,551.0
optimizer,potential,180,34,170,10,10,24,4.06,0.196,integrated,5181.6,510.0
low_energy,potential,180,34,87,93,41,31,0,0.207,returning,796.92,87.0
adversarial,potential,180,34,115,65,41,39,67.65,0.181,sustainable,5871.9,529.0
perfect,return,180,34,178,2,2,24,4.06,0.169,integrated,3560.0,356.0
cautious,return,180,34,100,80,38,11,0,0.2,returning,936.0,100.0
balanced,return,180,34,135,45,36,20,0.52,0.181,sustainable,2646.0,270.0
chaotic,return,180,34,91,89,36,10,10.21,0.176,sustainable,2828.28,273.0
high_skip,return,180,34,52,128,42,5,0,0.231,returning,490.88,52.0
returning,return,180,34,105,75,46,14,0.29,0.205,sustainable,2024.4,210.0
overload,return,180,34,165,15,15,46,77.93,0.176,returning,6322.0,580.0
optimizer,return,180,34,175,5,5,24,11.18,0.196,integrated,5334.0,525.0
low_energy,return,180,34,93,87,52,31,0,0.215,returning,851.88,93.0
adversarial,return,180,34,121,59,44,42,70.72,0.177,returning,6082.8,548.0
perfect,lost,30,35,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,lost,30,35,18,12,6,2,0,0.222,returning,168.48,18.0
balanced,lost,30,35,26,4,3,4,0,0.192,open,509.6,52.0
chaotic,lost,30,35,13,17,8,4,2.0,0.231,returning,404.04,39.0
high_skip,lost,30,35,10,20,6,2,0,0.4,returning,94.4,10.0
returning,lost,30,35,15,15,8,1,0.58,0.233,returning,289.2,30.0
overload,lost,30,35,28,2,2,4,68.92,0.176,open,1177.2,108.0
optimizer,lost,30,35,30,0,0,4,5.98,0.189,open,914.4,90.0
low_energy,lost,30,35,18,12,7,7,0,0.222,returning,164.88,18.0
adversarial,lost,30,35,18,12,6,3,51.91,0.2,returning,999.0,90.0
perfect,burnout,30,35,29,1,1,4,1.62,0.172,open,580.0,58.0
cautious,burnout,30,35,23,7,6,3,0,0.217,returning,215.28,23.0
balanced,burnout,30,35,23,7,5,3,0,0.174,returning,450.8,46.0
chaotic,burnout,30,35,14,16,7,2,2.0,0.214,returning,435.12,42.0
high_skip,burnout,30,35,8,22,7,0,0,0.25,returning,75.52,8.0
returning,burnout,30,35,20,10,7,2,0.58,0.2,returning,385.6,40.0
overload,burnout,30,35,27,3,2,4,70.54,0.181,open,1144.5,105.0
optimizer,burnout,30,35,29,1,1,4,9.21,0.184,open,883.92,87.0
low_energy,burnout,30,35,11,19,6,2,0,0.273,returning,100.76,11.0
adversarial,burnout,30,35,18,12,8,2,68.71,0.18,returning,987.9,89.0
perfect,potential,30,35,29,1,1,4,1.62,0.172,open,580.0,58.0
cautious,potential,30,35,19,11,7,2,0,0.263,returning,177.84,19.0
balanced,potential,30,35,22,8,7,2,1.04,0.205,returning,431.2,44.0
chaotic,potential,30,35,11,19,8,1,4.0,0.242,returning,341.88,33.0
high_skip,potential,30,35,7,23,4,2,0,0.286,returning,66.08,7.0
returning,potential,30,35,20,10,6,3,0,0.25,returning,385.6,40.0
overload,potential,30,35,25,5,3,3,64.85,0.18,open,1090.0,100.0
optimizer,potential,30,35,24,6,3,3,4.06,0.194,open,731.52,72.0
low_energy,potential,30,35,16,14,8,4,0,0.25,returning,146.56,16.0
adversarial,potential,30,35,23,7,6,5,68.6,0.186,sustainable,1254.3,113.0
perfect,return,30,35,30,0,0,4,1.62,0.167,open,600.0,60.0
cautious,return,30,35,18,12,7,3,0,0.222,returning,168.48,18.0
balanced,return,30,35,28,2,1,4,1.04,0.179,open,548.8,56.0
chaotic,return,30,35,17,13,7,2,0,0.196,returning,528.36,51.0
high_skip,return,30,35,8,22,5,2,0,0.375,returning,75.52,8.0
returning,return,30,35,14,16,6,3,0.29,0.286,returning,269.92,28.0
overload,return,30,35,27,3,2,4,66.72,0.176,open,1177.2,108.0
optimizer,return,30,35,28,2,2,4,3.13,0.19,open,853.44,84.0
low_energy,return,30,35,14,16,6,4,0,0.286,returning,128.24,14.0
adversarial,return,30,35,24,6,6,5,73.2,0.183,returning,1276.5,115.0
perfect,lost,90,35,89,1,1,12,4.87,0.169,open,1780.0,178.0
cautious,lost,90,35,57,33,21,8,0,0.211,returning,533.52,57.0
balanced,lost,90,35,74,16,13,11,3.13,0.176,returning,1450.4,148.0
chaotic,lost,90,35,47,43,22,5,7.8,0.177,returning,1460.76,141.0
high_skip,lost,90,35,23,67,16,5,0,0.304,returning,217.12,23.0
returning,lost,90,35,60,30,20,7,0,0.192,returning,1156.8,120.0
overload,lost,90,35,81,9,9,20,73.34,0.174,returning,3193.7,293.0
optimizer,lost,90,35,83,7,6,12,1.86,0.197,sustainable,2529.84,249.0
low_energy,lost,90,35,50,40,25,19,0,0.2,returning,458.0,50.0
adversarial,lost,90,35,71,19,14,26,66.34,0.172,sustainable,3607.5,325.0
perfect,burnout,90,35,90,0,0,12,4.87,0.167,open,1800.0,180.0
cautious,burnout,90,35,50,40,16,8,0,0.22,returning,468.0,50.0
balanced,burnout,90,35,71,19,15,10,0.41,0.176,returning,1391.6,142.0
chaotic,burnout,90,35,44,46,25,6,5.22,0.174,returning,1367.52,132.0
high_skip,burnout,90,35,20,70,16,5,0,0.25,returning,188.8,20.0
returning,burnout,90,35,53,37,21,10,0.29,0.198,returning,1021.84,106.0
overload,burnout,90,35,81,9,9,20,76.11,0.176,returning,3150.1,289.0
optimizer,burnout,90,35,84,6,6,10,18.34,0.19,sustainable,2560.32,252.0
low_energy,burnout,90,35,38,52,20,15,0,0.211,returning,348.08,38.0
adversarial,burnout,90,35,69,21,17,25,75.12,0.178,returning,3563.1,321.0
perfect,potential,90,35,88,2,2,12,4.87,0.17,sustainable,1760.0,176.0
cautious,potential,90,35,52,38,25,5,0,0.212,returning,486.72,52.0
balanced,potential,90,35,75,15,14,10,0.52,0.173,returning,1470.0,150.0
chaotic,potential,90,35,46,44,26,6,0,0.196,sustainable,1429.68,138.0
high_skip,potential,90,35,26,64,18,6,0,0.192,returning,245.44,26.0
returning,potential,90,35,47,43,22,7,0,0.213,returning,906.16,94.0
overload,potential,90,35,80,10,10,19,77.91,0.176,returning,3150.1,289.0
optimizer,potential,90,35,86,4,3,12,9.4,0.194,sustainable,2621.28,258.0
low_energy,potential,90,35,36,54,24,13,0,0.306,returning,329.76,36.0
adversarial,potential,90,35,65,25,14,22,69.46,0.175,sustainable,3352.2,302.0
perfect,return,90,35,89,1,0,12,1.86,0.169,sustainable,1780.0,178.0
cautious,return,90,35,56,34,20,8,0,0.214,returning,524.16,56.0
balanced,return,90,35,78,12,10,11,3.13,0.186,returning,1528.8,156.0
chaotic,return,90,35,35,55,20,7,0,0.2,returning,1087.8,105.0
high_skip,return,90,35,17,73,16,3,0,0.235,returning,160.48,17.0
returning,return,90,35,56,34,27,9,0.58,0.179,returning,1079.68,112.0
overload,return,90,35,82,8,8,20,76.6,0.177,returning,3204.6,294.0
optimizer,return,90,35,87,3,2,11,11.64,0.192,sustainable,2651.76,261.0
low_energy,return,90,35,37,53,25,16,0,0.27,returning,338.92,37.0
adversarial,return,90,35,57,33,22,17,67.14,0.175,sustainable,2985.9,269.0
perfect,lost,180,35,176,4,4,25,4.06,0.168,integrated,3520.0,352.0
cautious,lost,180,35,118,62,37,16,0,0.203,returning,1104.48,118.0
balanced,lost,180,35,140,40,31,21,0.52,0.186,sustainable,2744.0,280.0
chaotic,lost,180,35,102,78,47,17,0,0.186,integrated,3170.16,306.0
high_skip,lost,180,35,48,132,33,8,0,0.292,returning,453.12,48.0
returning,lost,180,35,108,72,37,16,1.16,0.185,sustainable,2082.24,216.0
overload,lost,180,35,162,18,18,45,67.51,0.173,sustainable,6169.4,566.0
optimizer,lost,180,35,171,9,9,24,7.83,0.197,integrated,5212.08,513.0
low_energy,lost,180,35,99,81,47,33,0,0.202,returning,906.84,99.0
adversarial,lost,180,35,123,57,43,43,74.95,0.176,returning,6182.7,557.0
perfect,burnout,180,35,179,1,1,25,4.06,0.168,sustainable,3580.0,358.0
cautious,burnout,180,35,104,76,41,12,0,0.183,returning,973.44,104.0
balanced,burnout,180,35,153,27,21,25,2.09,0.176,sustainable,2998.8,306.0
chaotic,burnout,180,35,97,83,49,13,3.01,0.192,sustainable,3014.76,291.0
high_skip,burnout,180,35,42,138,34,8,0,0.238,returning,396.48,42.0
returning,burnout,180,35,102,78,40,16,0,0.181,returning,1966.56,204.0
overload,burnout,180,35,161,19,18,45,67.02,0.169,sustainable,6114.9,561.0
optimizer,burnout,180,35,174,6,6,25,7.83,0.195,integrated,5303.52,522.0
low_energy,burnout,180,35,86,94,45,27,0,0.186,returning,787.76,86.0
adversarial,burnout,180,35,127,53,40,47,72.02,0.175,returning,6415.8,578.0
perfect,potential,180,35,178,2,2,25,4.06,0.169,integrated,3560.0,356.0
cautious,potential,180,35,109,71,38,19,0,0.202,returning,1020.24,109.0
balanced,potential,180,35,140,40,33,16,2.61,0.179,sustainable,2744.0,280.0
chaotic,potential,180,35,76,104,40,9,0,0.171,sustainable,2362.08,228.0
high_skip,potential,180,35,47,133,34,6,0,0.213,returning,443.68,47.0
returning,potential,180,35,110,70,42,14,0,0.173,sustainable,2120.8,220.0
overload,potential,180,35,155,25,23,41,74.94,0.174,returning,5951.4,546.0
optimizer,potential,180,35,175,5,5,25,7.83,0.213,integrated,5334.0,525.0
low_energy,potential,180,35,93,87,37,36,0,0.183,returning,851.88,93.0
adversarial,potential,180,35,129,51,35,48,66.85,0.174,sustainable,6493.5,585.0
perfect,return,180,35,179,1,1,25,4.06,0.168,integrated,3580.0,358.0
